"user_id","subscription_plan","subscription_date","plan_change_date","new_subscription_plan","last_active_date","city_tier","age_group"
"UIDLC003d41916a9","Free","2024-11-25",\N,\N,\N,"Tier 3","18-24"
"UIDLC003d55eba39","Basic","2024-07-12","2024-11-12","Premium",\N,"Tier 3","35-44"
"UIDLC003e4b7f923","Free","2024-07-25",\N,\N,\N,"Tier 3","18-24"
"UIDLC003f061aab8","Basic","2024-03-16",\N,\N,\N,"Tier 1","25-34"
"UIDLC003f7fc5124","Premium","2024-05-01",\N,\N,\N,"Tier 2","18-24"
"UIDLC00406f3021c","Free","2024-11-01",\N,\N,\N,"Tier 1","25-34"
"UIDLC0040a2d3d42","Free","2024-10-13",\N,\N,\N,"Tier 1","45+"
"UIDLC00416b3ec21","Free","2024-11-09",\N,\N,\N,"Tier 3","18-24"
"UIDLC00417e6445d","Free","2024-07-31",\N,\N,"2024-09-13","Tier 3","18-24"
"UIDLC0041961d6aa","Free","2024-09-24",\N,\N,"2024-11-21","Tier 3","18-24"
"UIDLC00428b55a0e","Free","2024-08-12",\N,\N,\N,"Tier 3","35-44"
"UIDLC0042baaec4e","Free","2024-11-17",\N,\N,"2024-12-16","Tier 2","25-34"
"UIDLC0042ddeada1","Free","2024-09-06",\N,\N,\N,"Tier 3","25-34"
"UIDLC004379d14ba","Premium","2024-11-24",\N,\N,"2024-12-14","Tier 2","25-34"
"UIDLC0044675183a","Basic","2024-10-10",\N,\N,"2024-11-01","Tier 2","25-34"
"UIDLC00452dd39aa","Basic","2024-06-20",\N,\N,\N,"Tier 2","35-44"
"UIDLC0046d9aa581","Basic","2024-10-30",\N,\N,\N,"Tier 1","25-34"
"UIDLC00470943e8b","Free","2024-08-08",\N,\N,\N,"Tier 3","25-34"
"UIDLC00473326cb3","Free","2024-06-08",\N,\N,"2024-07-15","Tier 2","18-24"
"UIDLC0047d9f318b","Free","2024-08-25",\N,\N,"2024-12-03","Tier 3","18-24"
"UIDLC00486239029","Free","2024-10-11","2024-12-11","Basic",\N,"Tier 2","25-34"
"UIDLC00489baaa5b","Premium","2024-08-18",\N,\N,"2024-10-07","Tier 3","35-44"
"UIDLC0048dd39cc6","Free","2024-03-23",\N,\N,"2024-04-26","Tier 2","25-34"
"UIDLC0048e758c9d","Basic","2024-05-14",\N,\N,"2024-06-19","Tier 2","25-34"
"UIDLC00493370b95","Free","2024-10-05",\N,\N,"2024-10-31","Tier 2","18-24"
"UIDLC0049bf939f7","Basic","2024-07-31",\N,\N,\N,"Tier 1","18-24"
"UIDLC004a71de3bb","Free","2024-07-19",\N,\N,\N,"Tier 3","18-24"
"UIDLC004ab7d1577","Free","2024-09-08",\N,\N,"2024-10-16","Tier 3","18-24"
"UIDLC004b020f26a","Free","2024-07-07",\N,\N,"2024-08-21","Tier 3","18-24"
"UIDLC004bbe76777","Premium","2024-11-25",\N,\N,\N,"Tier 1","45+"
"UIDLC004bf88379f","Free","2024-07-15",\N,\N,\N,"Tier 2","25-34"
"UIDLC004ca4b99b4","Basic","2024-04-16",\N,\N,"2024-05-18","Tier 1","18-24"
"UIDLC004cd6d3b1d","Basic","2024-11-27",\N,\N,\N,"Tier 3","45+"
"UIDLC004d0b8e761","Free","2024-10-05",\N,\N,\N,"Tier 2","25-34"
"UIDLC004d5e04b36","Free","2024-11-15",\N,\N,\N,"Tier 3","25-34"
"UIDLC004d812d4b8","Free","2024-11-19",\N,\N,\N,"Tier 2","18-24"
"UIDLC004da81a74f","Free","2024-10-10",\N,\N,\N,"Tier 2","35-44"
"UIDLC004e8fa0df5","Free","2024-06-04",\N,\N,\N,"Tier 3","18-24"
"UIDLC004ed4f09c3","Free","2024-01-27",\N,\N,"2024-07-03","Tier 3","18-24"
"UIDLC0050286958a","Free","2024-01-08",\N,\N,"2024-03-09","Tier 3","35-44"
"UIDLC00502dd9de9","Free","2024-05-02",\N,\N,"2024-09-01","Tier 2","18-24"
"UIDLC0050bc5cef4","Free","2024-09-15",\N,\N,"2024-11-12","Tier 1","25-34"
"UIDLC0051ae28e1a","Basic","2024-04-30","2024-06-30","Free",\N,"Tier 3","18-24"
"UIDLC005272250c5","Premium","2024-02-21","2024-06-21","Free",\N,"Tier 1","45+"
"UIDLC005295e0929","Premium","2024-11-05",\N,\N,\N,"Tier 1","35-44"
"UIDLC005317c3975","Free","2024-07-26",\N,\N,"2024-12-04","Tier 2","35-44"
"UIDLC00531cc830d","Premium","2024-10-22","2024-11-22","Free",\N,"Tier 1","25-34"
"UIDLC00532306ac1","Basic","2024-09-30",\N,\N,\N,"Tier 3","25-34"
"UIDLC0053c91cb92","Free","2024-07-11","2024-08-11","Basic",\N,"Tier 1","18-24"
"UIDLC0053fb8b8ca","Free","2024-11-09",\N,\N,\N,"Tier 2","35-44"
"UIDLC00541283d66","Basic","2024-11-08",\N,\N,"2024-12-03","Tier 3","18-24"
"UIDLC0055af1bdda","Basic","2024-09-20",\N,\N,"2024-11-14","Tier 3","25-34"
"UIDLC00566802433","Free","2024-07-05",\N,\N,"2024-08-07","Tier 3","25-34"
"UIDLC0056c72d58d","Free","2024-06-29",\N,\N,\N,"Tier 3","25-34"
"UIDLC0056d8b84a9","Free","2024-05-25",\N,\N,"2024-07-16","Tier 3","35-44"
"UIDLC00571c6986f","Free","2024-10-15",\N,\N,"2024-11-10","Tier 3","18-24"
"UIDLC0057916c510","Free","2024-11-18",\N,\N,\N,"Tier 3","18-24"
"UIDLC005863ff9d8","Basic","2024-02-27",\N,\N,"2024-09-29","Tier 3","25-34"
"UIDLC005917f357e","Basic","2024-09-12",\N,\N,\N,"Tier 2","45+"
"UIDLC005a3c14ccb","Premium","2024-11-15","2024-12-15","Free",\N,"Tier 1","18-24"
"UIDLC005a9fbfedc","Premium","2024-11-14","2024-12-14","Basic",\N,"Tier 3","18-24"
"UIDLC005bbae7653","Basic","2024-06-11",\N,\N,"2024-07-11","Tier 2","18-24"
"UIDLC005bcbb9a38","Free","2024-08-13",\N,\N,"2024-09-24","Tier 2","35-44"
"UIDLC005bcff9e4e","Free","2024-10-16",\N,\N,\N,"Tier 3","25-34"
"UIDLC005c7380905","Free","2024-03-12",\N,\N,"2024-04-25","Tier 1","35-44"
"UIDLC005cfcfffdf","Premium","2024-11-28","2024-12-28","Free",\N,"Tier 1","18-24"
"UIDLC005d6a82579","Free","2024-03-03",\N,\N,"2024-04-12","Tier 1","18-24"
"UIDLC005d92b24be","Free","2024-10-16",\N,\N,\N,"Tier 3","25-34"
"UIDLC005dbe614ba","Free","2024-09-28",\N,\N,"2024-11-19","Tier 2","25-34"
"UIDLC005e3785ad0","Free","2024-11-02",\N,\N,\N,"Tier 3","18-24"
"UIDLC005ecf46374","Free","2024-04-20",\N,\N,"2024-06-07","Tier 2","18-24"
"UIDLC005f1ccf54b","Premium","2024-11-05",\N,\N,\N,"Tier 1","45+"
"UIDLC005f493d73f","Free","2024-11-26",\N,\N,\N,"Tier 3","35-44"
"UIDLC005fd1b5258","Basic","2024-01-29",\N,\N,"2024-03-01","Tier 2","25-34"
"UIDLC00600459553","Free","2024-03-01",\N,\N,"2024-04-05","Tier 2","18-24"
"UIDLC0060270983d","Premium","2024-11-15",\N,\N,\N,"Tier 3","18-24"
"UIDLC00604a1411e","Basic","2024-11-22",\N,\N,\N,"Tier 1","18-24"
"UIDLC0060af70ee5","Premium","2024-10-24",\N,\N,\N,"Tier 2","18-24"
"UIDLC0060c59c4e4","Free","2024-07-17",\N,\N,\N,"Tier 3","18-24"
"UIDLC0060ee8ed28","Basic","2024-09-24",\N,\N,\N,"Tier 2","35-44"
"UIDLC00613b3c827","Basic","2024-01-20",\N,\N,\N,"Tier 2","35-44"
"UIDLC0061e7904fa","Free","2024-05-25",\N,\N,"2024-09-21","Tier 2","25-34"
"UIDLC006278ea3ff","Free","2024-02-02",\N,\N,"2024-04-21","Tier 2","18-24"
"UIDLC0062abb48a0","Free","2024-10-23",\N,\N,\N,"Tier 2","25-34"
"UIDLC0062d4b64b1","Free","2024-09-14",\N,\N,"2024-11-07","Tier 3","18-24"
"UIDLC0062fbf5418","Free","2024-07-22",\N,\N,"2024-09-16","Tier 1","18-24"
"UIDLC00631758907","Basic","2024-06-21",\N,\N,"2024-08-06","Tier 1","18-24"
"UIDLC006379021a2","Free","2024-10-26",\N,\N,\N,"Tier 3","25-34"
"UIDLC0063d59ace4","Free","2024-11-08",\N,\N,\N,"Tier 3","18-24"
"UIDLC006462f3eef","Free","2024-10-12",\N,\N,"2024-11-09","Tier 3","25-34"
"UIDLC0064d1dfd84","Premium","2024-11-04","2024-12-04","Basic",\N,"Tier 3","18-24"
"UIDLC0065e1e931d","Free","2024-11-06",\N,\N,\N,"Tier 3","25-34"
"UIDLC0065f5496f8","Premium","2024-11-03",\N,\N,\N,"Tier 2","18-24"
"UIDLC00665203a31","Premium","2024-03-22",\N,\N,"2024-05-10","Tier 2","35-44"
"UIDLC0066609a2b8","Basic","2024-11-17",\N,\N,\N,"Tier 2","35-44"
"UIDLC0066bd5fc08","Free","2024-06-16",\N,\N,\N,"Tier 2","25-34"
"UIDLC0066cf54118","Free","2024-11-30",\N,\N,\N,"Tier 3","35-44"
"UIDLC00672cff070","Free","2024-08-12",\N,\N,"2024-10-18","Tier 2","25-34"
"UIDLC00681fa6c06","Basic","2024-09-16",\N,\N,\N,"Tier 2","25-34"
"UIDLC006869882cc","Premium","2024-10-09",\N,\N,\N,"Tier 1","25-34"
"UIDLC0068ebcaea9","Free","2024-08-14",\N,\N,\N,"Tier 3","25-34"
"UIDLC00692f126ff","Basic","2024-07-24","2024-09-24","Premium",\N,"Tier 2","25-34"
"UIDLC006977b5998","Premium","2024-07-03","2024-09-03","Basic",\N,"Tier 3","35-44"
"UIDLC0069b14c326","Basic","2024-10-07","2024-11-07","Free",\N,"Tier 1","45+"
"UIDLC006af8b1716","Premium","2024-10-13",\N,\N,"2024-11-02","Tier 3","35-44"
"UIDLC006b3858328","Basic","2024-09-30","2024-10-30","Free",\N,"Tier 3","18-24"
"UIDLC006b5629ca9","Premium","2024-09-11",\N,\N,"2024-11-02","Tier 2","35-44"
"UIDLC006c4522604","Free","2024-11-06",\N,\N,\N,"Tier 3","35-44"
"UIDLC006c45d3156","Free","2024-02-24",\N,\N,"2024-05-16","Tier 3","45+"
"UIDLC006c85dc2b3","Basic","2024-01-26",\N,\N,"2024-06-28","Tier 3","25-34"
"UIDLC006d5d70962","Basic","2024-09-17",\N,\N,\N,"Tier 3","18-24"
"UIDLC006dc7523f0","Free","2024-11-16",\N,\N,\N,"Tier 3","18-24"
"UIDLC006dccf676a","Free","2024-01-21",\N,\N,"2024-07-27","Tier 3","18-24"
"UIDLC006e501afab","Free","2024-03-07",\N,\N,"2024-04-29","Tier 2","18-24"
"UIDLC006e54c9947","Basic","2024-03-11","2024-09-11","Free",\N,"Tier 2","18-24"
"UIDLC006e8f3a857","Premium","2024-11-16","2024-12-16","Free",\N,"Tier 3","18-24"
"UIDLC006f4069b8d","Free","2024-04-16",\N,\N,\N,"Tier 3","45+"
"UIDLC006f50aa15d","Basic","2024-11-12",\N,\N,\N,"Tier 2","18-24"
"UIDLC006fb4bc3c8","Free","2024-08-02",\N,\N,\N,"Tier 3","25-34"
"UIDLC006fe1f56de","Free","2024-09-30",\N,\N,\N,"Tier 3","25-34"
"UIDLC0070eadbb62","Free","2024-11-29",\N,\N,"2024-12-20","Tier 2","18-24"
"UIDLC00712273292","Basic","2024-08-30",\N,\N,"2024-10-17","Tier 3","18-24"
"UIDLC00717e239d8","Free","2024-08-14",\N,\N,"2024-09-25","Tier 3","18-24"
"UIDLC007192ba3be","Premium","2024-03-29",\N,\N,"2024-05-18","Tier 1","25-34"
"UIDLC0071aaefc7d","Free","2024-09-14",\N,\N,\N,"Tier 2","18-24"
"UIDLC0071fa19276","Free","2024-05-19",\N,\N,"2024-06-21","Tier 3","18-24"
"UIDLC00725b99bf8","Free","2024-09-20",\N,\N,"2024-11-09","Tier 3","25-34"
"UIDLC0072644e46e","Basic","2024-06-26",\N,\N,\N,"Tier 1","35-44"
"UIDLC0072a49090f","Basic","2024-07-21",\N,\N,"2024-10-25","Tier 2","18-24"
"UIDLC0072c63945e","Free","2024-08-13",\N,\N,"2024-09-23","Tier 2","18-24"
"UIDLC0072dd9db4c","Free","2024-08-07",\N,\N,"2024-10-02","Tier 3","25-34"
"UIDLC0073091b752","Basic","2024-06-20",\N,\N,\N,"Tier 1","18-24"
"UIDLC0073633e7c2","Free","2024-10-17",\N,\N,\N,"Tier 2","35-44"
"UIDLC007498d6faa","Free","2024-09-22",\N,\N,\N,"Tier 1","18-24"
"UIDLC00750e3a34a","Free","2024-05-18",\N,\N,"2024-06-20","Tier 2","45+"
"UIDLC0075c066db2","Free","2024-07-17","2024-10-17","Basic",\N,"Tier 1","35-44"
"UIDLC0075eaaa644","Free","2024-11-13",\N,\N,\N,"Tier 3","35-44"
"UIDLC007610193a9","Basic","2024-11-28",\N,\N,\N,"Tier 2","25-34"
"UIDLC0076b4eef7f","Basic","2024-10-20",\N,\N,\N,"Tier 2","25-34"
"UIDLC0076f862079","Free","2024-01-30",\N,\N,"2024-11-01","Tier 2","18-24"
"UIDLC00771692e61","Free","2024-09-04",\N,\N,"2024-10-14","Tier 3","45+"
"UIDLC0077717dc47","Basic","2024-08-15",\N,\N,"2024-10-02","Tier 3","18-24"
"UIDLC00789329db3","Free","2024-09-11",\N,\N,"2024-11-19","Tier 2","25-34"
"UIDLC0078d33e1dc","Basic","2024-11-25",\N,\N,\N,"Tier 3","35-44"
"UIDLC007931415d3","Basic","2024-05-23","2024-09-23","Premium",\N,"Tier 2","35-44"
"UIDLC007983df31b","Free","2024-09-08",\N,\N,"2024-10-12","Tier 2","45+"
"UIDLC007a6a56fcb","Free","2024-10-05",\N,\N,\N,"Tier 3","18-24"
"UIDLC007a890d309","Free","2024-02-11",\N,\N,"2024-03-18","Tier 3","18-24"
"UIDLC007ab252a8a","Basic","2024-09-20",\N,\N,\N,"Tier 1","45+"
"UIDLC007abc784c5","Basic","2024-10-07",\N,\N,\N,"Tier 1","25-34"
"UIDLC007af8b625b","Basic","2024-09-09",\N,\N,\N,"Tier 1","25-34"
"UIDLC007b9ab7ddc","Free","2024-10-25",\N,\N,"2024-11-19","Tier 3","35-44"
