"user_id","subscription_plan","subscription_date","plan_change_date","new_subscription_plan","last_active_date","city_tier","age_group"
"UIDJS001b7c6be2d","Premium","2024-11-03",\N,\N,\N,"Tier 1","18-24"
"UIDJS001cbec7b1d","VIP","2024-08-29",\N,\N,\N,"Tier 1","18-24"
"UIDJS001defd7e03","VIP","2024-01-18","2024-08-18","Free",\N,"Tier 1","25-34"
"UIDJS001e6dc7e2f","VIP","2024-02-04",\N,\N,\N,"Tier 1","25-34"
"UIDJS00242dbc61e","Free","2024-06-27",\N,\N,"2024-08-11","Tier 2","35-44"
"UIDJS00248560e10","Premium","2024-02-15",\N,\N,"2024-04-30","Tier 1","25-34"
"UIDJS00252193546","Premium","2024-02-01",\N,\N,\N,"Tier 1","25-34"
"UIDJS0025897ad93","Premium","2024-01-17",\N,\N,"2024-04-12","Tier 1","25-34"
"UIDJS0025e8e93b2","Free","2024-06-08",\N,\N,\N,"Tier 3","35-44"
"UIDJS00297537d46","Premium","2024-07-25",\N,\N,\N,"Tier 2","25-34"
"UIDJS002b38945e6","Free","2024-04-30",\N,\N,\N,"Tier 1","25-34"
"UIDJS002baf6c79c","VIP","2024-04-21",\N,\N,"2024-06-14","Tier 2","25-34"
"UIDJS002d56c1d84","Premium","2024-06-26",\N,\N,\N,"Tier 1","18-24"
"UIDJS002d59d668d","VIP","2024-06-24",\N,\N,\N,"Tier 3","25-34"
"UIDJS002d8a58c00","Premium","2024-11-13",\N,\N,\N,"Tier 2","25-34"
"UIDJS0030d2ca727","Free","2024-06-15",\N,\N,\N,"Tier 1","35-44"
"UIDJS003113ce2ed","Premium","2024-09-13",\N,\N,\N,"Tier 2","35-44"
"UIDJS0033e4455c2","Premium","2024-03-27",\N,\N,\N,"Tier 1","35-44"
"UIDJS003406cc9c7","VIP","2024-03-07",\N,\N,\N,"Tier 1","45+"
"UIDJS003471b56f7","VIP","2024-03-26",\N,\N,"2024-04-29","Tier 2","35-44"
"UIDJS00362b6934f","VIP","2024-02-12",\N,\N,\N,"Tier 1","25-34"
"UIDJS00363233d30","VIP","2024-11-10",\N,\N,\N,"Tier 2","25-34"
"UIDJS0037184af24","VIP","2024-05-27",\N,\N,\N,"Tier 1","25-34"
"UIDJS0037cb06cd4","Free","2024-02-28",\N,\N,\N,"Tier 2","18-24"
"UIDJS003b1496e3a","VIP","2024-06-25",\N,\N,\N,"Tier 1","35-44"
"UIDJS003b75e0d7b","Free","2024-07-07",\N,\N,\N,"Tier 1","25-34"
"UIDJS003cb5a2cd7","VIP","2024-06-05","2024-10-05","Free",\N,"Tier 1","35-44"
"UIDJS003cc71ec21","VIP","2024-05-18",\N,\N,"2024-06-29","Tier 1","18-24"
"UIDJS003d5858107","Premium","2024-10-09",\N,\N,\N,"Tier 1","35-44"
"UIDJS003f249ed91","Premium","2024-08-19",\N,\N,\N,"Tier 1","45+"
"UIDJS0043565a103","Free","2024-08-13",\N,\N,\N,"Tier 1","35-44"
"UIDJS00439d9c88d","VIP","2024-04-16",\N,\N,\N,"Tier 1","35-44"
"UIDJS0044084587c","Free","2024-04-20",\N,\N,"2024-08-21","Tier 2","35-44"
"UIDJS004528b5ccc","VIP","2024-08-15",\N,\N,"2024-10-01","Tier 1","35-44"
"UIDJS0045d928078","VIP","2024-04-22",\N,\N,"2024-05-22","Tier 2","18-24"
"UIDJS00461ce8fc9","Free","2024-08-10",\N,\N,"2024-10-08","Tier 1","25-34"
"UIDJS0048244a0a2","Premium","2024-01-18",\N,\N,\N,"Tier 2","18-24"
"UIDJS004c0eb4154","VIP","2024-02-26","2024-09-26","Free",\N,"Tier 2","25-34"
"UIDJS004d1ca89e3","VIP","2024-03-31","2024-08-31","Free",\N,"Tier 1","18-24"
"UIDJS004da81efab","VIP","2024-02-23",\N,\N,\N,"Tier 3","35-44"
"UIDJS004e82d55ce","VIP","2024-04-11",\N,\N,"2024-08-19","Tier 2","25-34"
"UIDJS005262ef45f","VIP","2024-03-24",\N,\N,\N,"Tier 2","25-34"
"UIDJS0052a73a7f9","Premium","2024-09-01",\N,\N,\N,"Tier 1","45+"
"UIDJS0053c077296","Free","2024-03-20",\N,\N,\N,"Tier 1","35-44"
"UIDJS00547d09a4d","VIP","2024-11-24",\N,\N,\N,"Tier 1","18-24"
"UIDJS00562c35b05","VIP","2024-10-29",\N,\N,\N,"Tier 2","35-44"
"UIDJS00562d6f82f","VIP","2024-09-09",\N,\N,\N,"Tier 3","25-34"
"UIDJS00565316de3","Premium","2024-08-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS00569c3c6ff","VIP","2024-03-23",\N,\N,\N,"Tier 2","25-34"
"UIDJS00590fc3a14","Premium","2024-07-03",\N,\N,\N,"Tier 1","25-34"
"UIDJS005c98ffd26","Premium","2024-08-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS005d53dae49","Free","2024-05-31",\N,\N,\N,"Tier 3","45+"
"UIDJS005e7052e4e","Premium","2024-10-21",\N,\N,\N,"Tier 1","18-24"
"UIDJS005f238dbb0","Premium","2024-04-03","2024-08-03","Free",\N,"Tier 2","45+"
"UIDJS00604c50864","Premium","2024-06-13",\N,\N,\N,"Tier 2","18-24"
"UIDJS006315e24bf","Free","2024-01-04","2024-03-04","Premium",\N,"Tier 1","45+"
"UIDJS0063b1fe9a3","VIP","2024-05-25","2024-07-25","Free",\N,"Tier 1","35-44"
"UIDJS0064188c0ae","Premium","2024-06-20",\N,\N,"2024-11-05","Tier 2","35-44"
"UIDJS0065253546b","VIP","2024-11-05",\N,\N,\N,"Tier 2","35-44"
"UIDJS00657416ff9","VIP","2024-06-19",\N,\N,\N,"Tier 1","25-34"
"UIDJS006711c9331","Free","2024-05-22","2024-06-22","VIP",\N,"Tier 1","25-34"
"UIDJS0067d2c2acc","Premium","2024-07-01",\N,\N,"2024-11-08","Tier 1","35-44"
"UIDJS0069a46fa8c","VIP","2024-11-26",\N,\N,\N,"Tier 3","35-44"
"UIDJS006baaf046e","Free","2024-03-25",\N,\N,\N,"Tier 1","18-24"
"UIDJS00704f84649","VIP","2024-08-29",\N,\N,"2024-10-29","Tier 1","35-44"
"UIDJS00724c21312","VIP","2024-09-29",\N,\N,\N,"Tier 2","25-34"
"UIDJS0074346f6bf","Premium","2024-06-17",\N,\N,\N,"Tier 1","35-44"
"UIDJS00753e2f5d5","VIP","2024-04-04","2024-05-04","Premium",\N,"Tier 3","25-34"
"UIDJS007b5054731","Free","2024-03-19","2024-09-19","VIP",\N,"Tier 1","25-34"
"UIDJS0080031cb59","Premium","2024-11-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS008051a9e72","Free","2024-07-06",\N,\N,\N,"Tier 3","25-34"
"UIDJS0081b973d9f","Free","2024-10-13",\N,\N,\N,"Tier 1","25-34"
"UIDJS00849c6506c","VIP","2024-10-31",\N,\N,\N,"Tier 1","25-34"
"UIDJS0084cfde42c","VIP","2024-02-13","2024-03-13","Premium",\N,"Tier 1","35-44"
"UIDJS008583491a5","Premium","2024-08-28",\N,\N,\N,"Tier 1","18-24"
"UIDJS0088af6fcf3","Premium","2024-08-24",\N,\N,\N,"Tier 2","25-34"
"UIDJS0088c64821a","Premium","2024-01-09","2024-06-09","VIP",\N,"Tier 1","35-44"
"UIDJS008904fb4c2","Free","2024-10-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS00894ecbea2","VIP","2024-09-17",\N,\N,\N,"Tier 2","18-24"
"UIDJS00895f1086c","VIP","2024-08-05",\N,\N,\N,"Tier 1","45+"
"UIDJS0089ccca84b","Free","2024-05-16",\N,\N,"2024-11-02","Tier 3","35-44"
"UIDJS008c56bb33d","Premium","2024-03-05",\N,\N,\N,"Tier 1","25-34"
"UIDJS008c6bf1240","Premium","2024-02-29",\N,\N,\N,"Tier 2","25-34"
"UIDJS008d20198a3","VIP","2024-08-04",\N,\N,\N,"Tier 1","25-34"
"UIDJS008d51689ae","Premium","2024-08-25",\N,\N,\N,"Tier 1","45+"
"UIDJS008fe1ea9ab","Free","2024-02-23","2024-09-23","Premium",\N,"Tier 1","25-34"
"UIDJS009625d7cf8","Premium","2024-03-29",\N,\N,\N,"Tier 1","18-24"
"UIDJS0097962fdbe","Premium","2024-05-14",\N,\N,\N,"Tier 1","25-34"
"UIDJS009a975c2e1","VIP","2024-10-17","2024-11-17","Premium",\N,"Tier 1","25-34"
"UIDJS009c2aa38ad","VIP","2024-08-01",\N,\N,\N,"Tier 1","35-44"
"UIDJS009c77ed3b6","Premium","2024-02-06",\N,\N,\N,"Tier 1","18-24"
"UIDJS009d0800903","Premium","2024-10-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS009e8ee704d","Free","2024-03-19",\N,\N,"2024-10-18","Tier 1","25-34"
"UIDJS009eabf9e61","Free","2024-11-22",\N,\N,\N,"Tier 2","25-34"
"UIDJS00a06464c5f","Free","2024-09-17",\N,\N,\N,"Tier 1","25-34"
"UIDJS00a2e4c9712","Free","2024-05-01",\N,\N,\N,"Tier 1","18-24"
"UIDJS00a3f3bb005","VIP","2024-08-22",\N,\N,\N,"Tier 1","18-24"
"UIDJS00a4a28bba0","Premium","2024-03-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS00a533dec6f","Free","2024-02-13",\N,\N,\N,"Tier 1","35-44"
"UIDJS00a70c2d65b","VIP","2024-11-15",\N,\N,\N,"Tier 1","25-34"
"UIDJS00a8ec2d48f","Free","2024-11-24",\N,\N,\N,"Tier 2","25-34"
"UIDJS00a9dd47915","Premium","2024-01-12",\N,\N,\N,"Tier 1","35-44"
"UIDJS00aa80b3d62","VIP","2024-10-19",\N,\N,\N,"Tier 3","25-34"
"UIDJS00ab7f72df6","VIP","2024-03-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS00afe9e654f","Free","2024-07-25",\N,\N,\N,"Tier 2","35-44"
"UIDJS00b13ca0a86","Free","2024-05-13",\N,\N,\N,"Tier 1","25-34"
"UIDJS00b2f7a03ff","VIP","2024-09-18",\N,\N,"2024-12-14","Tier 1","18-24"
"UIDJS00b38e44e50","VIP","2024-09-07",\N,\N,\N,"Tier 1","45+"
"UIDJS00b415b3873","Free","2024-08-12",\N,\N,\N,"Tier 1","25-34"
"UIDJS00b4213ab43","Premium","2024-07-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS00b646c2cfa","Premium","2024-08-29",\N,\N,\N,"Tier 2","35-44"
"UIDJS00b9699bdef","VIP","2024-10-18",\N,\N,\N,"Tier 2","25-34"
"UIDJS00b9999559e","Premium","2024-08-09","2024-10-09","Free",\N,"Tier 1","25-34"
"UIDJS00bb364c356","VIP","2024-02-04",\N,\N,"2024-10-08","Tier 1","18-24"
"UIDJS00bc41929e3","Premium","2024-01-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS00bc4e81240","VIP","2024-08-19",\N,\N,"2024-12-16","Tier 2","45+"
"UIDJS00bea31d4c6","Premium","2024-06-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS00bf95da3ab","VIP","2024-11-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS00c01dc7f36","Free","2024-08-29",\N,\N,\N,"Tier 2","45+"
"UIDJS00c12b09fce","VIP","2024-10-27",\N,\N,\N,"Tier 2","45+"
"UIDJS00c5c5db3e0","VIP","2024-06-10",\N,\N,\N,"Tier 2","25-34"
"UIDJS00c6661754b","Free","2024-11-13",\N,\N,\N,"Tier 2","35-44"
"UIDJS00cbf1145b1","Premium","2024-11-04",\N,\N,\N,"Tier 1","35-44"
"UIDJS00cc522b835","VIP","2024-07-08","2024-09-08","Premium",\N,"Tier 3","25-34"
"UIDJS00cd9c982d1","VIP","2024-07-03",\N,\N,\N,"Tier 1","45+"
"UIDJS00cfea4dfd3","Free","2024-02-07",\N,\N,\N,"Tier 3","25-34"
"UIDJS00d0490d594","Premium","2024-08-19",\N,\N,\N,"Tier 1","18-24"
"UIDJS00d40312e2c","Premium","2024-07-19",\N,\N,\N,"Tier 1","18-24"
"UIDJS00d4428a59a","Premium","2024-07-16",\N,\N,\N,"Tier 2","18-24"
"UIDJS00d7a5a87d0","VIP","2024-05-21","2024-11-21","Free",\N,"Tier 1","25-34"
"UIDJS00d8867463a","Free","2024-08-25","2024-09-25","Premium",\N,"Tier 3","25-34"
"UIDJS00da47f7091","VIP","2024-09-02",\N,\N,\N,"Tier 2","35-44"
"UIDJS00db757802d","VIP","2024-02-02","2024-08-02","Free",\N,"Tier 3","18-24"
"UIDJS00dccf092c8","Free","2024-05-02",\N,\N,\N,"Tier 2","25-34"
"UIDJS00de1e546a5","Premium","2024-08-20",\N,\N,\N,"Tier 1","35-44"
"UIDJS00df921f5f7","VIP","2024-08-26","2024-12-26","Free",\N,"Tier 1","25-34"
"UIDJS00dfd707f4a","Premium","2024-07-09",\N,\N,\N,"Tier 2","45+"
"UIDJS00e0574eff7","VIP","2024-04-23","2024-06-23","Premium",\N,"Tier 1","25-34"
"UIDJS00e0d5425aa","Free","2024-05-21",\N,\N,\N,"Tier 1","45+"
"UIDJS00e408cc296","VIP","2024-05-25",\N,\N,"2024-07-12","Tier 1","45+"
"UIDJS00e493640aa","Premium","2024-07-05",\N,\N,\N,"Tier 2","25-34"
"UIDJS00e5f02e1a4","Free","2024-11-13",\N,\N,\N,"Tier 3","25-34"
"UIDJS00e9194e96f","VIP","2024-05-22",\N,\N,\N,"Tier 2","25-34"
"UIDJS00e96d887cb","Free","2024-11-18",\N,\N,\N,"Tier 1","18-24"
"UIDJS00e9da8618e","Free","2024-02-28",\N,\N,"2024-09-14","Tier 3","25-34"
"UIDJS00ec8926486","VIP","2024-04-24",\N,\N,"2024-05-24","Tier 3","25-34"
"UIDJS00ed1970ef8","Premium","2024-10-21",\N,\N,"2024-12-05","Tier 1","45+"
"UIDJS00ed69c840e","Free","2024-04-18",\N,\N,"2024-08-09","Tier 3","18-24"
"UIDJS00eebacd063","VIP","2024-03-17",\N,\N,\N,"Tier 2","25-34"
"UIDJS00ef400a3d0","Free","2024-11-21",\N,\N,"2024-12-12","Tier 1","25-34"
"UIDJS00f080227ef","Free","2024-03-12","2024-05-12","Premium",\N,"Tier 2","25-34"
"UIDJS00f0a6e9826","VIP","2024-10-03",\N,\N,\N,"Tier 2","35-44"
"UIDJS00f0edc6a57","Premium","2024-06-08",\N,\N,\N,"Tier 3","25-34"
"UIDJS00f156b9ccd","Premium","2024-10-16",\N,\N,\N,"Tier 2","25-34"
"UIDJS00f1e7456eb","VIP","2024-10-02",\N,\N,\N,"Tier 3","35-44"
"UIDJS00f26419235","VIP","2024-02-24",\N,\N,\N,"Tier 2","25-34"
"UIDJS00f4e386e93","Free","2024-02-16",\N,\N,\N,"Tier 2","18-24"
"UIDJS00f56feb067","Free","2024-01-18",\N,\N,"2024-10-31","Tier 2","25-34"
"UIDJS00f57fb34ad","Free","2024-04-05","2024-10-05","VIP",\N,"Tier 1","35-44"
"UIDJS00f6bafa38f","Premium","2024-05-09",\N,\N,\N,"Tier 1","25-34"
"UIDJS00f729149fb","VIP","2024-10-05",\N,\N,\N,"Tier 1","45+"
"UIDJS00f79d2a1c7","Premium","2024-03-10",\N,\N,\N,"Tier 1","25-34"
"UIDJS00f8324700a","VIP","2024-11-06",\N,\N,\N,"Tier 1","35-44"
"UIDJS00f89c766ae","Free","2024-03-17",\N,\N,\N,"Tier 3","18-24"
"UIDJS00f915617e5","Premium","2024-08-16",\N,\N,\N,"Tier 1","35-44"
"UIDJS00fa4cda216","Free","2024-09-22",\N,\N,\N,"Tier 1","45+"
"UIDJS00fa7f84e35","VIP","2024-02-06",\N,\N,"2024-04-16","Tier 2","25-34"
"UIDJS00fab440908","VIP","2024-04-06","2024-08-06","Free",\N,"Tier 2","25-34"
"UIDJS00fc21001b2","Premium","2024-02-05",\N,\N,\N,"Tier 1","35-44"
"UIDJS00fc3346ab4","VIP","2024-01-31","2024-09-30","Premium",\N,"Tier 1","45+"
"UIDJS00fcea5e88b","Free","2024-03-08",\N,\N,"2024-06-15","Tier 3","25-34"
"UIDJS00fdffbd023","Free","2024-01-19",\N,\N,\N,"Tier 3","35-44"
"UIDJS010211941c2","VIP","2024-09-06",\N,\N,\N,"Tier 1","18-24"
"UIDJS01027b42f6e","Free","2024-07-19",\N,\N,"2024-09-20","Tier 1","25-34"
"UIDJS0102ee4140a","VIP","2024-07-08",\N,\N,\N,"Tier 2","45+"
"UIDJS01048508146","Free","2024-09-01",\N,\N,\N,"Tier 3","35-44"
"UIDJS01063267841","VIP","2024-02-14","2024-04-14","Premium",\N,"Tier 1","45+"
"UIDJS01064870bff","VIP","2024-11-26",\N,\N,\N,"Tier 1","45+"
"UIDJS01079a7f0e3","VIP","2024-09-02",\N,\N,\N,"Tier 2","45+"
"UIDJS01079f32167","Premium","2024-09-09",\N,\N,\N,"Tier 1","18-24"
"UIDJS0108248456a","Free","2024-11-21",\N,\N,\N,"Tier 3","25-34"
"UIDJS0109f4c4d93","VIP","2024-04-17","2024-05-17","Premium",\N,"Tier 2","35-44"
"UIDJS010a79036c3","VIP","2024-07-18",\N,\N,\N,"Tier 1","25-34"
"UIDJS010c670b03a","VIP","2024-07-23",\N,\N,"2024-11-15","Tier 2","25-34"
"UIDJS010eeb72d39","VIP","2024-02-21",\N,\N,\N,"Tier 1","35-44"
"UIDJS010f94e9948","Premium","2024-05-06",\N,\N,\N,"Tier 2","25-34"
"UIDJS0110b76f4f6","Free","2024-06-26",\N,\N,\N,"Tier 1","25-34"
"UIDJS01164dc9bc1","Free","2024-02-27",\N,\N,"2024-04-07","Tier 1","18-24"
"UIDJS0117d98e94f","VIP","2024-10-26","2024-11-26","Free",\N,"Tier 2","25-34"
"UIDJS0117e9cd114","Premium","2024-02-17",\N,\N,\N,"Tier 1","25-34"
"UIDJS011af89a1d5","Premium","2024-06-01",\N,\N,\N,"Tier 1","25-34"
"UIDJS011de7f415b","VIP","2024-04-05","2024-10-05","Premium",\N,"Tier 3","25-34"
"UIDJS011e658a77a","VIP","2024-06-29",\N,\N,\N,"Tier 3","25-34"
"UIDJS012131dc360","Premium","2024-11-02",\N,\N,\N,"Tier 1","18-24"
"UIDJS0121c44215f","VIP","2024-09-26",\N,\N,\N,"Tier 2","25-34"
"UIDJS0122a4196c0","Free","2024-04-06",\N,\N,\N,"Tier 3","45+"
"UIDJS0122c0f9392","Free","2024-07-09",\N,\N,"2024-09-23","Tier 1","35-44"
"UIDJS0122c44f084","Premium","2024-01-30",\N,\N,"2024-03-25","Tier 1","25-34"
"UIDJS0124eea2804","VIP","2024-01-12",\N,\N,\N,"Tier 2","18-24"
"UIDJS0128cfdc2b5","VIP","2024-07-28",\N,\N,\N,"Tier 1","25-34"
"UIDJS01296986b28","Free","2024-01-03",\N,\N,\N,"Tier 2","25-34"
"UIDJS0129730f7e2","Free","2024-05-08","2024-07-08","Premium",\N,"Tier 1","18-24"
"UIDJS012b66943fe","Free","2024-09-06",\N,\N,"2024-10-18","Tier 1","18-24"
"UIDJS012c875c469","VIP","2024-10-29",\N,\N,\N,"Tier 1","45+"
"UIDJS012d981027d","VIP","2024-04-05",\N,\N,"2024-09-21","Tier 1","18-24"
"UIDJS01301bc458d","Premium","2024-09-27",\N,\N,\N,"Tier 1","18-24"
"UIDJS0130e78a627","VIP","2024-07-02",\N,\N,"2024-08-13","Tier 2","45+"
"UIDJS01316c0caa1","VIP","2024-01-02",\N,\N,\N,"Tier 2","25-34"
"UIDJS0137a1bb303","Premium","2024-11-01",\N,\N,\N,"Tier 1","25-34"
"UIDJS0139345516e","Premium","2024-08-25",\N,\N,\N,"Tier 1","25-34"
"UIDJS013b7d353d7","Free","2024-08-04",\N,\N,\N,"Tier 1","25-34"
"UIDJS013ce2ca1ab","VIP","2024-04-19",\N,\N,\N,"Tier 2","25-34"
"UIDJS013d9f02cd4","Free","2024-07-17",\N,\N,"2024-12-05","Tier 2","45+"
"UIDJS013fa103eee","Premium","2024-02-07",\N,\N,"2024-06-04","Tier 2","18-24"
"UIDJS013faa28b4a","Premium","2024-08-29",\N,\N,\N,"Tier 1","25-34"
"UIDJS01405aa26b2","VIP","2024-03-09",\N,\N,\N,"Tier 1","35-44"
"UIDJS0140a10faeb","VIP","2024-04-10",\N,\N,\N,"Tier 1","18-24"
"UIDJS0142982988f","Premium","2024-06-05",\N,\N,\N,"Tier 1","25-34"
"UIDJS01453764f9c","Premium","2024-04-28",\N,\N,\N,"Tier 1","25-34"
"UIDJS01455570436","VIP","2024-08-28",\N,\N,\N,"Tier 1","35-44"
"UIDJS014777a2531","VIP","2024-01-09",\N,\N,\N,"Tier 2","45+"
"UIDJS0148a1f2e7c","Free","2024-07-06","2024-09-06","VIP",\N,"Tier 3","45+"
"UIDJS01492774b54","VIP","2024-03-07","2024-04-07","Premium",\N,"Tier 1","25-34"
"UIDJS0150116adda","Free","2024-08-23",\N,\N,\N,"Tier 2","18-24"
"UIDJS01513765e51","Free","2024-05-21",\N,\N,"2024-07-13","Tier 3","25-34"
"UIDJS015140dde26","Free","2024-11-20",\N,\N,\N,"Tier 2","45+"
"UIDJS01531779cd9","Free","2024-02-15",\N,\N,\N,"Tier 3","18-24"
"UIDJS0154b86e997","VIP","2024-01-09",\N,\N,\N,"Tier 3","18-24"
"UIDJS0156848900b","VIP","2024-07-15","2024-08-15","Free",\N,"Tier 1","25-34"
"UIDJS01572d3fbf0","Free","2024-03-19",\N,\N,\N,"Tier 2","35-44"
"UIDJS0159170d1dc","VIP","2024-08-26","2024-11-26","Free",\N,"Tier 1","35-44"
"UIDJS01638d6319b","Premium","2024-11-19",\N,\N,\N,"Tier 1","25-34"
"UIDJS0163bac69a6","Premium","2024-02-27",\N,\N,\N,"Tier 3","35-44"
"UIDJS0165eaaec34","VIP","2024-02-05","2024-09-05","Premium",\N,"Tier 1","25-34"
"UIDJS0167b3a4fef","VIP","2024-11-21","2024-12-21","Premium",\N,"Tier 1","45+"
"UIDJS016b0c6c288","VIP","2024-11-22",\N,\N,\N,"Tier 2","35-44"
"UIDJS016cecb23e1","Premium","2024-01-30",\N,\N,\N,"Tier 1","35-44"
"UIDJS016d06b7ad1","Premium","2024-08-26",\N,\N,\N,"Tier 1","25-34"
"UIDJS016db2067a5","VIP","2024-02-07",\N,\N,\N,"Tier 2","35-44"
"UIDJS016eb39b370","VIP","2024-10-04","2024-11-04","Free",\N,"Tier 1","25-34"
"UIDJS0171f1f4cd7","Free","2024-04-30",\N,\N,\N,"Tier 1","45+"
"UIDJS017242c6666","VIP","2024-07-06","2024-09-06","Premium",\N,"Tier 2","25-34"
"UIDJS0173a3ffda7","Free","2024-03-07",\N,\N,\N,"Tier 1","18-24"
"UIDJS01741a7dbc9","Premium","2024-02-17",\N,\N,\N,"Tier 1","25-34"
"UIDJS0176a68d2a7","VIP","2024-05-05",\N,\N,"2024-09-26","Tier 1","25-34"
"UIDJS017d3ab9f4a","VIP","2024-03-24",\N,\N,\N,"Tier 2","35-44"
"UIDJS017f11ad05c","Premium","2024-04-11",\N,\N,\N,"Tier 3","18-24"
"UIDJS0180de5eab4","VIP","2024-04-28","2024-06-28","Premium",\N,"Tier 1","35-44"
"UIDJS0181ea65ce0","Free","2024-09-22",\N,\N,\N,"Tier 1","45+"
"UIDJS018348c4447","VIP","2024-07-13",\N,\N,\N,"Tier 1","25-34"
"UIDJS01837acb622","Premium","2024-02-08",\N,\N,\N,"Tier 2","25-34"
"UIDJS0186c811fa4","VIP","2024-06-05",\N,\N,\N,"Tier 1","25-34"
"UIDJS018a58964bc","Free","2024-01-04",\N,\N,\N,"Tier 2","18-24"
"UIDJS018d64c16df","Free","2024-07-31","2024-12-31","Premium",\N,"Tier 1","45+"
"UIDJS018dd23d8c2","Free","2024-02-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS018e651c874","VIP","2024-01-26","2024-05-26","Premium",\N,"Tier 2","25-34"
"UIDJS018ee0968c5","VIP","2024-03-23",\N,\N,"2024-08-02","Tier 2","35-44"
"UIDJS01902f5b0dd","VIP","2024-07-25","2024-08-25","Free",\N,"Tier 1","25-34"
"UIDJS0192908e87f","VIP","2024-11-03",\N,\N,\N,"Tier 1","18-24"
"UIDJS01951f98bf9","Premium","2024-04-11",\N,\N,\N,"Tier 1","25-34"
"UIDJS0197ef9174c","VIP","2024-09-08",\N,\N,\N,"Tier 2","35-44"
"UIDJS01986720531","VIP","2024-11-17",\N,\N,\N,"Tier 2","18-24"
"UIDJS019880aa44d","VIP","2024-08-22",\N,\N,\N,"Tier 1","35-44"
"UIDJS01990c4bf05","Free","2024-06-22",\N,\N,"2024-10-09","Tier 2","35-44"
"UIDJS019a4e5da10","Free","2024-04-28","2024-06-28","VIP",\N,"Tier 3","25-34"
"UIDJS019ae965583","VIP","2024-05-25",\N,\N,\N,"Tier 1","25-34"
"UIDJS019cb16dc91","Free","2024-08-01",\N,\N,\N,"Tier 3","35-44"
"UIDJS019d7de71e0","VIP","2024-01-12","2024-03-12","Premium",\N,"Tier 1","35-44"
"UIDJS019db8935c9","VIP","2024-02-29",\N,\N,\N,"Tier 2","25-34"
"UIDJS019f73d3371","VIP","2024-10-09",\N,\N,\N,"Tier 1","25-34"
"UIDJS019fdfcab8c","VIP","2024-07-16",\N,\N,\N,"Tier 3","25-34"
"UIDJS01a05ea9a82","Free","2024-07-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS01a0e203d4a","Premium","2024-05-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS01a146894b8","VIP","2024-11-14",\N,\N,\N,"Tier 1","25-34"
"UIDJS01a5300ad49","Free","2024-04-29",\N,\N,\N,"Tier 3","18-24"
"UIDJS01a62d1a097","VIP","2024-02-10",\N,\N,\N,"Tier 3","25-34"
"UIDJS01a64ec96a9","VIP","2024-10-26",\N,\N,\N,"Tier 3","25-34"
